PAINOKSEN_ISSN,PAINOS,PAINOS_ALPVM,LEVIKKIALUE
1456-033X,1,24.01.1998,Haapavesi
2341-7684,1,10.02.2011,Haapavesi
0782-5528,1,06.02.1937,Mellersta Österbotten
fk11116,1,03.03.1936,Tikkurila
0784-364X,1,29.04.1927,Sievi
0784-364X,1,29.04.1927,Reisjärvi
0784-364X,1,29.04.1927,Oulainen
0784-364X,1,29.04.1927,Nivala
0784-364X,1,29.04.1927,Kalajoki
0784-364X,1,29.04.1927,Haapajärvi
0784-364X,1,29.04.1927,Alavieska
0356-1399,1,12.01.1950,Naantali
0782-579X,1,01.06.1934,Hämeenkyrö
0782-579X,1,01.06.1934,Viljakkala
2342-1649,1,09.01.2014,Oulainen
0356-1275,3,10.01.2013,Finland
0356-1275,2,04.04.2012,Finland
0356-2013,4,28.11.2013,Finland
0786-857X,1,17.08.1989,Jalasjärvi
0786-857X,1,17.08.1989,Jurva
0786-857X,1,17.08.1989,Karijoki
0786-857X,1,17.08.1989,Kaskinen
0786-857X,1,17.08.1989,Kurikka
0786-857X,1,17.08.1989,Kristiinankaupunki
0786-857X,1,17.08.1989,Närpiö
0786-857X,1,17.08.1989,Honkajoki
0786-857X,1,17.08.1989,Karvia
2342-3196,1,15.01.2014,Rauma
2342-4494,1,28.06.2014,Kiuruvesi
1796-329X,1,04.01.2006,Etelä-Kymenlaakso
2342-4494,1,28.06.2014,Vieremä
2342-4494,1,28.06.2014,Sonkajärvi
2342-4494,1,28.06.2014,Varpaisjärvi
2343-2098,1,05.11.2015,Lammi
0356-1801,1,19.11.1925,Kaarina
2342-4494,1,28.06.2014,Iisalmi
2342-4494,1,28.06.2014,Lapinlahti
2342-4494,1,28.06.2014,Pielavesi
1797-5492,1,23.05.2008,Jakobstad
1797-5492,2,14.02.2014,Karleby
1798-5544,1,02.11.2009,Haapajärvi
1798-5544,1,02.11.2009,Kärsämäki
1798-5544,1,02.11.2009,Pyhäjärvi
1798-5544,1,02.11.2009,Reisjärvi
2342-7728,1,13.01.2015,Lovisa
0784-4220,1,28.12.1985,Savonranta
2342-7728,1,13.01.2015,Borgå
2342-7728,1,13.01.2015,Östnyland
1798-498X,1,24.09.2009,Kuru
1796-329X,1,04.01.2006,Loviisa
2343-2098,1,05.11.2015,Hausjärvi
2343-2098,1,05.11.2015,Kärkölä
0358-8483,1,15.10.1981,Paimela
0358-8483,1,15.10.1981,Heinlammi
0358-8483,1,15.10.1981,Miekkiö
0358-8483,1,15.10.1981,Kukkila
fk20130048,1,30.12.1896,Haaparanta
0799-3601,1,15.10.2008,Vaasa
2324-0679,1,03.04.2013,Porvoo
2324-0679,1,03.04.2013,Loviisa
2324-0679,1,03.04.2013,Sipoo
2324-0679,1,03.04.2013,Askola
2324-0679,1,03.04.2013,Lapinjärvi
2324-0679,1,03.04.2013,Myrskylä
2324-0679,1,03.04.2013,Pornainen
2324-0679,1,03.04.2013,Pukkila
0357-2463,1,05.11.1927,Imatra
0357-2463,1,05.11.1927,Joutseno
0357-2463,1,05.11.1927,Rautjärvi
0357-2463,1,05.11.1927,Ruokolahti
fk17309,1,11.08.1982,Korpilahti
fk17309,1,11.08.1982,Kuhmoinen
fk17309,1,11.08.1982,Kuorevesi
fk17309,1,11.08.1982,Längelmäki
1797-1160,2,12.09.2005,Pohjois-Helsinki
1797-1160,4,12.09.2005,Espoo
1797-1160,5,12.09.2005,Vantaa
fk20050191,1,21.07.2005,"Forssa, Loimaa, Somero, Alastaro, Humppila, Jokioinen, Koski"
fk08700,1,15.02.1958,Suomi
fk08753,1,01.01.1957,Suomi
fk01483,1,12.11.1949,Suomi
fk03535,1,01.01.1949,Suomi
fk03534,1,01.01.1952,Suomi
fk08698,1,21.09.1967,Suomi
fk08697,1,01.08.1972,Suomi
1796-8097,1,03.01.2007,Järvenpää
1796-8097,1,03.01.2007,Kerava
1796-8097,1,03.01.2007,Tuusula
1796-8097,1,03.01.2007,Pornainen
1796-8097,1,03.01.2007,Pohjois-Sipoo
1796-8097,1,03.01.2007,Etelä-Mäntsälä
fk20050191,1,21.07.2005,"Tl, Mellilä, Oripää, Punkalaidun, Tammela, Urjala, Ypäjä"
1456-4068,1,01.06.1959,Suomi
fk02632,1,01.02.1949,Suomi
fk02633,1,01.01.1945,Suomi
fk08854,1,25.10.1957,Suomi
fk01990,1,01.07.1949,Suomi
1235-7472,1,01.04.1952,Suomi
0500-845X,1,01.01.1952,Suomi
0042-1642,1,01.09.1963,Suomi
fk08756,1,01.01.1962,Suomi
0025-6277,1,27.08.1952,Suomi
2243-2507,1,09.07.2005,Iisalmi
2243-2507,1,09.07.2005,Kiuruvesi
2243-2507,1,09.07.2005,Vieremä
2243-2507,1,09.07.2005,Sonkajärvi
2243-2507,1,09.07.2005,Varpaisjärvi
2243-2507,1,09.07.2005,Lapinlahti
2243-2507,1,09.07.2005,Pielavesi
0785-9228,1,01.09.1988,Hämeenlinna
0785-9228,1,01.09.1988,Janakkala
0785-9228,1,01.09.1988,Renko
fk20060409,2,18.05.2006,Länsi-Tampere
fk20060409,2,18.05.2006,Nokia
fk20060409,2,18.05.2006,Ylöjärvi
fk20060409,3,18.05.2006,Etelä-Tampere
fk20060409,3,18.05.2006,Etelä-Pirkanmaa
1796-9875,1,02.04.2007,Parikkala
1796-9875,1,02.04.2007,Rautjärvi
0789-8363,1,17.01.1903,Närpes
0023-4273,1,01.11.1961,Suomi
fk08975,1,15.11.1960,Suomi
fk03606,1,12.12.1953,Suomi
fk08974,1,01.10.1968,Suomi
fk08634,1,01.05.1962,Suomi
fk08304,1,01.01.1957,Suomi
fk15678,1,08.02.1961,Multia
fk15678,1,08.02.1961,Koskenpää
fk15678,1,08.02.1961,Kuohu
fk15678,1,08.02.1961,Uurainen
fk05182,1,01.01.1958,Suomi
fk09344,1,01.01.1945,Suomi
fk05282,1,01.01.1957,Suomi
fk05345,1,01.01.1972,Suomi
fk05519,1,01.11.1957,Suomi
fk05610,1,01.03.1971,Suomi
fk20478,1,01.10.1955,Suomi
fk03810,1,01.01.1954,Suomi
fk05740,1,04.09.1970,Suomi
fk09576,1,01.01.1945,Suomi
fk05786,1,01.01.1957,Suomi
fk05825,1,01.01.1970,Suomi
fk05834,1,14.12.1963,Suomi
1455-920X,1,05.01.1998,Mellilä
1455-920X,1,05.01.1998,Oripää
1455-920X,1,05.01.1998,Pöytyä
1455-920X,1,05.01.1998,Tarvasjoki
1455-920X,1,05.01.1998,Yläne
fk20060447,2,06.09.2006,Lahti
fk20060447,2,06.09.2006,Heinola
fk20060447,2,06.09.2006,Artjärvi
fk20060447,2,06.09.2006,Asikkala
fk20060447,2,06.09.2006,Hartola
fk20060447,2,06.09.2006,Hollola
fk20060447,2,06.09.2006,Hämeenkoski
fk20060447,2,06.09.2006,Kärkölä
fk20060447,2,06.09.2006,Nastola
fk20060447,2,06.09.2006,Orimattila
fk20060447,2,06.09.2006,Padasjoki
fk20060447,2,06.09.2006,Sysmä
fk20060447,1,31.05.2006,Hartola
fk20060447,1,31.05.2006,Hollola
fk20060447,1,31.05.2006,Hämeenkoski
fk20060447,1,31.05.2006,Padasjoki
fk20060447,1,31.05.2006,Sysmä
fk20060447,1,31.05.2006,Kärkölä
fk20060447,1,31.05.2006,Nastola
fk20060447,1,31.05.2006,Orimattila
1459-9716,1,04.03.2004,Hollola
1459-9716,1,04.03.2004,Kärkölä
1459-9716,1,04.03.2004,Hämeenkoski
1459-9716,1,04.03.2004,Länsi-Lahti
0357-3702,1,18.03.1976,Iittala
0357-3702,1,18.03.1976,Tuulos
0357-3702,1,18.03.1976,Tervakoski
0357-3702,1,18.03.1976,Lammi
1797-0741,1,19.04.2007,Janakkala
1797-0741,1,19.04.2007,Renko
fk20040223,1,08.01.2004,Hyvinkää
fk20040223,1,08.01.2004,Jokela
fk20040223,1,08.01.2004,Rajamäki
fk20060404,1,02.02.2006,Riihimäki
fk20060404,1,02.02.2006,Hausjärvi
fk20060404,1,02.02.2006,Loppi
fk20060404,1,02.02.2006,Tervakoski
fk20050154,1,03.03.2005,Nurmijärvi
1797-1179,1,04.04.2007,Järvenpää
1797-1179,2,04.04.2007,Hyvinkää
1797-1179,3,04.04.2007,Nurmijärvi
1798-1026,1,07.01.2009,Ylihärmä
1798-1026,1,07.01.2009,Kauhava
1798-1026,1,07.01.2009,Alahärmä
fk20060409,1,12.01.2006,Nokia
fk20060409,1,12.01.2006,Ylöjärvi
1797-1187,1,29.04.2007,Kouvola
1797-1187,1,29.04.2007,Kuusankoski
1797-1187,1,29.04.2007,Anjalankoski
1797-1187,1,29.04.2007,Iitti
1797-1187,1,29.04.2007,Elimäki
1797-1187,1,29.04.2007,Jaala
1797-1187,1,29.04.2007,Valkeala
fk05675,1,01.01.1959,Suomi
fk05673,1,01.02.1968,Suomi
fk05674,1,01.07.1970,Suomi
2323-3877,1,13.01.2005,Mäntsälä
2323-3877,1,13.01.2005,Kellokoski
2323-3877,1,13.01.2005,Haarajoki
1797-0725,1,14.06.2007,Raahe
1797-0725,1,14.06.2007,Oulainen
1797-0725,1,14.06.2007,Vihanti
1797-0725,1,14.06.2007,Merijärvi
1797-0725,1,14.06.2007,Haapavesi
1797-0725,1,14.06.2007,Pyhäjoki
1797-0725,1,14.06.2007,Kalajoki
1797-0725,1,14.06.2007,Siikajoki
1797-0725,1,14.06.2007,Rantsila
1797-0725,1,14.06.2007,Piippola
1797-0725,1,14.06.2007,Pulkkila
1797-0725,1,14.06.2007,Pyhäntä
1797-0725,1,14.06.2007,Kestilä
0355-4236,1,01.03.1962,Suomi
1795-9845,1,27.10.2005,Kokkola
1795-9845,1,27.10.2005,Pietarsaari
1795-9845,1,27.10.2005,Luoto
1795-9845,1,27.10.2005,Veteli
1795-9845,1,27.10.2005,Kaustinen
1795-9845,1,27.10.2005,Ullava
1795-9845,1,27.10.2005,Kälviä
1795-9845,1,27.10.2005,Kannus
1795-9845,1,27.10.2005,Lohtaja
1795-9845,1,27.10.2005,Himanka
1795-9845,1,27.10.2005,Kruunupyy
1795-9845,1,27.10.2005,Teerijärvi
1795-9845,1,27.10.2005,Alaveteli
fk03200,1,01.01.1963,Suomi
fk07242,1,01.11.1964,Suomi
fk20050149,1,12.01.2005,Porvoo
fk20050149,1,12.01.2005,Loviisa
fk20050149,1,12.01.2005,Askola
fk20050149,1,12.01.2005,Lapinjärvi
fk20050149,1,12.01.2005,Liljendal
fk20050149,1,12.01.2005,Myrskylä
fk20050149,1,12.01.2005,Pernaja
fk20050149,1,12.01.2005,Pornainen
fk20050149,1,12.01.2005,Pukkila
fk20050149,1,12.01.2005,Ruotsinpyhtää
fk20050149,1,12.01.2005,Sipoo
1795-6676,1,13.04.2005,Kemi
1795-6676,1,13.04.2005,Keminmaa
1795-6676,1,13.04.2005,Simo
1795-6676,1,13.04.2005,Tervola
1795-6676,1,13.04.2005,Tornio
1795-6676,1,13.04.2005,Haaparanta
fk02924,1,01.01.1945,Suomi
0355-2055,2,29.02.1932,Suomi
0356-4541,2,05.09.1995,Kokemäki
1796-1610,2,05.10.2006,Länsi-Tampere
1796-1610,1,02.02.2006,Itä-Tampere
fk20040145,1,12.12.2003,Lauttasaari
1235-8355,1,23.05.1964,Närpes
1235-8355,1,23.05.1964,Övermark
1235-8355,1,23.05.1964,Kaskö
1235-8355,1,01.07.1914,Pörtom
fk20060410,1,02.11.2005,Orivesi
fk20060410,1,02.11.2005,Juupajoki
fk20060410,2,02.11.2005,Virrat
fk20060410,2,02.11.2005,Ruovesi
0355-4228,1,01.09.1958,Suomi
fk05975,1,01.01.1957,Suomi
fk05974,1,20.09.1961,Suomi
fk02535,1,01.05.1949,Suomi
fk02534,1,01.03.1950,Suomi
fk06569,1,01.01.1966,Suomi
1236-5602,2,03.01.2007,Kempele
1236-5602,2,03.01.2007,Oulunsalo
0356-2212,1,26.05.1945,Suomi
fk06558,1,30.08.1971,Suomi
0030-2244,1,20.01.1938,Suomi
fk02538,1,01.01.1949,Suomi
fk01819,1,01.01.1949,Suomi
fk06535,1,01.09.1956,Suomi
0355-1873,1,01.05.1972,Suomi
fk06708,1,01.03.1959,Suomi
fk06447,1,01.01.1959,Suomi
fk06858,1,01.01.1959,Suomi
fk04130,1,01.12.1953,Suomi
fk3400,1,01.01.1939,Suomi
fk02693,1,01.01.1945,Suomi
fk04153,1,01.01.1953,Suomi
fk01874,1,01.01.1945,Suomi
fk01873,1,01.03.1950,Suomi
fk01875,1,30.11.1945,Suomi
fk06772,1,01.01.1965,Suomi
fk04211,1,29.01.1955,Suomi
0355-6913,2,01.01.2007,Tampere
0355-6913,2,01.01.2007,Pirkanmaa
0355-6913,3,01.01.2007,Tampere
0355-6913,3,01.01.2007,Pirkanmaa
fk07116,1,10.01.1959,Suomi
fk07015,1,01.01.1958,Suomi
fk02800,1,01.01.1945,Suomi
fk00546,1,01.01.1945,Suomi
fk02818,1,01.01.1949,Suomi
fk07053,1,01.06.1968,Suomi
fk09417,1,02.03.1949,Suomi
fk04190,1,18.12.1954,Suomi
fk01029,1,01.01.1941,Suomi
fk09503,1,01.11.1939,Suomi
fk09504,1,01.01.1941,Suomi
fk02804,1,01.01.1945,Suomi
fk15135,1,18.03.2000,Pieksämäki
2243-2663,1,03.02.2008,Lappeenranta
2243-2663,1,03.02.2008,Joutseno
2243-2663,1,03.02.2008,Taavetti
2243-2663,1,03.02.2008,Taipalsaari
2243-2663,1,03.02.2008,Lemi
2243-3228,1,24.04.2008,Karstula
2243-3228,1,24.04.2008,Kannonkoski
2243-3228,1,24.04.2008,Kivijärvi
2243-3228,1,24.04.2008,Kyyjärvi
2243-3228,1,24.04.2008,Pylkönmäki
0355-421X,1,19.09.1957,Tampere länsiosat
0355-421X,1,19.09.1957,Nokia
0355-421X,1,19.09.1957,Ylöjärvi
0355-421X,2,01.01.2000,Tampere itäosa
0355-421X,2,01.01.2000,Kangasala
0355-421X,3,01.01.2000,Tampere eteläosat
0355-421X,3,01.01.2000,Pirkkala
0355-421X,3,01.01.2000,Lempäälä
1797-1160,2,02.01.2008,Pohjois-Helsinki
1797-1160,5,17.10.2007,Länsi-Vantaa
1797-1160,6,17.10.2007,Itä-Vantaa
1797-1160,7,17.10.2007,Länsi-Helsinki
2243-2671,1,03.10.2007,Porvoo
2243-2671,1,03.10.2007,Loviisa
2243-2671,1,03.10.2007,Sipoo
2243-2671,1,03.10.2007,Askola
2243-2671,1,03.10.2007,Lapinjärvi
2243-2671,1,03.10.2007,Liljendal
2243-2671,1,03.10.2007,Myrskylä
2243-2671,1,03.10.2007,Pernaja
2243-2671,1,03.10.2007,Pornainen
2243-2671,1,03.10.2007,Pukkila
2243-2671,1,03.10.2007,Ruotsinpyhtää
fk04225,1,01.01.1945,Suomi
fk19536,1,24.01.1903,Åland
fk04226,1,04.09.1963,Suomi
fk06271,1,01.06.1972,Suomi
fk08868,1,01.09.1972,Suomi
fk07565,1,01.11.1972,Suomi
2243-2493,1,14.10.2004,Hausjärvi
2243-2493,1,14.10.2004,Kärkölä
fk20050153,1,24.02.2005,Tornio
fk20050153,1,24.02.2005,Haaparanta
fk20050153,1,24.02.2005,Keminmaa
1795-9136,1,25.05.2004,Tikkakoski
1795-9136,1,25.05.2004,Puuppola
1795-9136,1,25.05.2004,Palokka
1795-9136,1,25.05.2004,Heinälampi
1795-9136,1,25.05.2004,Lohikoski
0782-5722,2,04.05.2008,Turku
0355-9440,2,15.08.1944,Suomi
0355-9440,2,24.07.1947,Suomi
0355-9440,2,02.07.1949,Suomi
0355-9440,3,01.07.1949,Suomi
1797-1179,1,04.04.2007,Kerava
1797-1179,1,04.04.2007,Tuusula
1797-1179,4,04.04.2007,Riihimäki
1797-1179,4,04.04.2007,Hausjärvi
1797-1179,4,04.04.2007,Loppi
1797-1179,4,04.04.2007,Tervakoski
fk20060409,2,16.10.2008,Etelä-Tampere
fk20060409,2,16.10.2008,Akaa
fk20060409,2,16.10.2008,Kylmäkoski
fk20060409,2,16.10.2008,Lempäälä
fk20060409,2,16.10.2008,Urjala
fk20060409,2,16.10.2008,Valkeakoski
fk20060409,3,16.10.2008,Itä-Tampere
fk20060409,3,16.10.2008,Kangasala
1798-159X,1,08.01.2009,Etelä-Karjala
1798-159X,1,08.01.2009,Luumäki
1798-159X,1,08.01.2009,Savitaipale
1798-159X,1,08.01.2009,Ruokolahti
1798-159X,1,08.01.2009,Rautjärvi
1798-1611,1,02.01.2009,Hämeenlinna
1798-1611,1,02.01.2009,Hattula
1798-1611,1,02.01.2009,Hauho
1798-1611,1,02.01.2009,Janakkala
1798-1611,1,02.01.2009,Kalvola
1798-1611,1,02.01.2009,Renko
1798-1611,1,02.01.2009,Tuulos
1798-1611,1,02.01.2009,Lammi
fk20090020,1,07.01.2009,Lahti
1796-9433,1,19.04.2007,Hamina
1796-9433,1,19.04.2007,Miehikkälä
1796-9433,1,19.04.2007,Virolahti
fk20090014,1,15.01.2009,Tornio
2242-5411,1,23.03.2009,Viitasaari
2242-5411,1,23.03.2009,Pihtipudas
2242-5411,1,23.03.2009,Kinnula
2242-5411,1,23.03.2009,Keitele
2242-5411,1,23.03.2009,Kannonkoski
2242-5411,1,23.03.2009,Konginkangas
2242-5411,1,23.03.2009,Vesanto
fk20090027,1,16.01.2009,Halikko
1796-8321,1,27.04.2007,Finland
1798-3452,1,16.04.2009,Karttula
1798-3452,1,16.04.2009,Suonenjoki
1798-3452,1,16.04.2009,Rautalampi
1798-3452,1,16.04.2009,Tervo
1798-3452,1,16.04.2009,Vesanto
fk20080072,1,04.12.2007,Ii
1798-0968,1,02.01.2009,Jämsä
1798-0968,1,02.01.2009,Jämsänkoski
1798-0968,1,02.01.2009,Koskenpää
1798-0968,1,02.01.2009,Korpilahti
1798-0968,1,02.01.2009,Kuhmoinen
1798-0968,1,02.01.2009,Kuorevesi
1798-0968,1,02.01.2009,Längelmäki
fk14808,1,29.01.1919,Keski-Suomi
fk10239,1,01.12.1927,Kymenlaakso
fk10038,1,19.12.1927,Hausjärvi
fk10038,1,19.12.1927,Janakkala
fk10038,1,19.12.1927,Loppi
fk10038,1,19.12.1927,Lammi
fk10038,1,19.12.1927,Nurmijärvi
fk10038,1,19.12.1927,Hyvinkää
fk10162,1,17.12.1926,Kivennapa
fk10162,1,17.12.1926,Uusikirkko
fk10162,1,17.12.1926,Kanneljärvi
fk10162,1,17.12.1926,Muolaa
fk10162,1,17.12.1926,Äyräpää
fk10162,1,17.12.1926,Kuolemajärvi
fk10162,1,17.12.1926,Koivisto
fk00830,1,01.01.1929,Suomi
0359-6648,1,08.02.1899,Suomi
1798-6036,1,12.01.2010,Lemi
1798-6036,1,12.01.2010,Savitiapale
1798-6036,1,12.01.2010,Suomenniemi
1798-6036,1,12.01.2010,Taipalsaari
fk10191,1,20.12.1934,Itä-Savo
fk10191,1,20.12.1934,Itä-Uusimaa
0356-1321,1,18.05.1945,Mikkelin läänin pohjoisosa
0355-189X,1,09.08.1974,Suomi
0355-3035,1,31.12.1974,Suomi
fk10451,1,15.12.1926,Ilmajoki
fk10451,1,15.12.1926,Nurmo
fk10451,1,15.12.1926,Peräseinäjoki
0357-1378,1,24.10.1918,Pohjois-Karjala
fk10278,2,01.01.1918,Viipuri
0359-6281,1,08.01.1925,Lavia
0359-6281,1,08.01.1925,Mouhijärvi
0359-6281,1,08.01.1925,Suodenniemi
fk10370,1,03.11.1932,Tornio
fk10210,1,27.10.1928,Äyräpää
fk10210,1,27.10.1928,Muokaa
fk10210,1,27.10.1928,Heinjoki
fk10210,1,27.10.1928,Valkjärvi
fk10210,1,27.10.1928,Vuoksela
fk10210,1,27.10.1928,Vuoksenranta
1797-8955,1,25.01.2006,Enontekiö
fk10409,1,04.10.1944,Rovaniemi
fk10409,1,16.10.1945,Rovaniemi
fk10409,1,26.08.1946,Rovaniemi
fk10402,1,24.05.1930,Kuolemajärvi
fk10402,1,24.05.1930,Uusikirkko
fk10402,1,24.05.1930,Kanneljärvi
fk10402,1,24.05.1930,Säkkijärvi
fk10402,1,24.05.1930,Terijoki
fk10402,1,24.05.1930,Virolahti
fk10356,1,05.06.1935,Laihia
fk10356,1,05.06.1935,Ylistaro
fk10356,1,05.06.1935,Isokyrö
fk10356,1,05.06.1935,Vähäkyrö
0787-6742,1,01.08.1933,Lapväärtti
0787-6742,1,01.08.1933,Siipyy
0787-6742,1,01.08.1933,Tiukka
1797-9668,1,23.10.2005,Nivala
1797-9447,1,08.09.2008,Jyväskylä
1797-9447,1,08.09.2008,Jyväskylän maalaiskunta
1797-9447,1,08.09.2008,Laukaa
1797-9447,1,08.09.2008,Muurame
1797-9447,1,08.09.2008,Korpilahti
1796-9433,1,19.04.2007,Liikkala
1796-9433,1,19.04.2007,Ruotila
0356-2328,1,26.11.1970,Varpaisjärvi
fk10265,1,06.10.1928,Vesilahti
fk10132,1,01.12.1922,Lumivaara
fk10321,1,10.10.1929,Längelmäki
fk10214,1,10.07.1936,Savukoski
fk10214,1,10.07.1936,Posio
fk10214,1,10.07.1936,Kuusamo
fk00421,1,20.09.1941,Suomi
fk14985,1,26.01.1922,Lemu
fk14985,1,26.01.1922,Askainen
fk14985,1,26.01.1922,Vehmaa
fk00248,1,21.12.1925,Suomi
fk00373,1,02.08.1944,Suomi
fk00374,1,30.10.1941,Suomi
fk00608,1,17.11.1939,Suomi
fk20100468,1,26.06.1941,Suomi
0017-6796,1,27.02.1925,Suomi
fk10146,1,07.01.1939,Kivennapa
fk10146,1,07.01.1939,Metsäpirtti
fk10146,1,07.01.1939,Uusikirkko
fk10204,1,01.05.1930,Viitasaari
fk10204,1,01.05.1930,Saarijärvi
fk10204,1,01.05.1930,Konginkangas
fk10204,1,01.05.1930,Sumiainen
fk10185,1,07.03.1946,Pohjois-Karjala
fk10170,1,25.04.1932,Muhos
fk14986,1,11.10.1923,Vakka-Suomi
0356-1674,1,20.11.1924,Hyvinkää
0356-1674,1,20.11.1924,Karkkila
0356-1674,1,20.11.1924,Pyhäjärvi
0356-1674,1,20.11.1924,Etelä-Loppi
0357-2110,1,02.01.1932,Suomi
1799-5957,1,13.01.2011,Rovaniemi
1799-6155,1,18.02.2011,Kauhajoki
fk10219,1,09.09.1938,Oravais
fk10219,1,09.09.1938,Maxmo
fk10219,1,09.09.1938,Kvevlax
fk10219,1,09.09.1938,Korsholm
1799-6821,1,05.01.2011,Ahlainen
1799-6821,1,05.01.2011,Noormarkku
1799-6821,1,05.01.2011,Pomarkku
1799-6821,1,05.01.2011,Siikainen
fk10135,1,28.01.1920,Parikkala
fk10230,1,14.12.1934,Konnevesi
fk10230,1,14.12.1934,Vesanto
fk10228,1,03.10.1928,Pyhämaa
fk10228,1,03.10.1928,Uusikaupunki
fk14948,1,15.09.1925,Askainen
fk14948,1,15.09.1925,Kakskerta
fk14948,1,15.09.1925,Lemu
fk14948,1,15.09.1925,Masku
fk14948,1,15.09.1925,Merimasku
fk14948,1,15.09.1925,Naantali
fk14948,1,15.09.1925,Naantalin maalaiskunta
fk14948,1,15.09.1925,Nousiainen
fk14948,1,15.09.1925,Paattinen
fk14948,1,15.09.1925,Raisio
fk14948,1,15.09.1925,Rusko
fk14948,1,15.09.1925,Rymättylä
fk14948,1,15.09.1925,Vahto
fk14948,1,15.09.1925,Velkua
fk10010,1,29.10.1930,Riihimäki
2243-2523,1,15.10.2008,Seinäjoki
2243-2523,1,15.10.2008,Etelä-Pohjanmaa
fk14949,1,27.08.1926,Askainen
fk14949,1,27.08.1926,Aura
fk14949,1,27.08.1926,Kakskerta
fk14949,1,27.08.1926,Lemu
fk14949,1,27.08.1926,Lieto
fk14949,1,27.08.1926,Masku
fk14949,1,27.08.1926,Merimasku
fk14949,1,27.08.1926,Naantali
fk14949,1,27.08.1926,Naantalin maalaiskunta
fk14949,1,27.08.1926,Nousiainen
fk14949,1,27.08.1926,Oripää
fk14949,1,27.08.1926,Paattinen
fk14949,1,27.08.1926,Pöytyä
fk14949,1,27.08.1926,Raisio
fk14949,1,27.08.1926,Rusko
fk14949,1,27.08.1926,Rymättylä
fk14949,1,27.08.1926,Vahto
fk14949,1,27.08.1926,Velkua
fk14949,1,27.08.1926,Yläne
0782-5951,1,17.08.1926,Oripää
0782-5951,1,17.08.1926,Marttila
0782-5951,1,17.08.1926,Pöytyä
0782-5951,1,17.08.1926,Tarvasjoki
0782-5951,1,17.08.1926,Yläne
fk10320,1,30.06.1926,Juupajoki
fk11010,1,11.06.1925,Hitis
fk14991,1,07.06.1921,Ähtäri
fk14991,1,07.06.1921,Pihlajavesi
fk10331,1,17.12.1935,Sauvo
fk10331,1,17.12.1935,Nauvo
fk10331,1,17.12.1935,Karuna
fk10331,1,17.12.1935,Korppoo
fk10331,1,17.12.1935,Piikkiö
fk10338,1,20.06.1930,Särkisalo
fk20110315,1,05.03.2008,Oulunsalo
fk20110315,1,05.03.2008,Kempele
fk20110315,1,05.03.2008,Liminka
fk20110315,1,05.03.2008,Hailuoto
fk20110315,1,05.03.2008,Tyrnävä
fk20110315,1,05.03.2008,Kaakuri
fk20110315,1,05.03.2008,Iinatti
fk20110315,1,05.03.2008,Oulunlahti
fk14851,1,19.08.1920,Sortavala
fk14888,1,21.09.1933,Pihtipudas
fk14888,1,21.09.1933,Konginkangas
fk14888,1,21.09.1933,Kannonkoski
fk11433,1,28.11.1931,Elimäki
fk11433,1,28.11.1931,Ruotsinpyhtää
fk11433,1,28.11.1931,Kymi
fk20060409,1,12.01.2006,Hämeenkyrö
fk20060409,2,16.10.2008,Pirkkala
fk20060409,2,16.10.2008,Tampereen keskusta
2242-1602,1,29.09.2011,Tornio
2242-1602,1,29.09.2011,Haaparanta
2242-1602,1,29.09.2011,Keminmaa
2242-1602,1,29.09.2011,Kemi
2242-1602,1,29.09.2011,Tervola
2242-1602,1,29.09.2011,Ylitornio
0359-6753,1,01.11.1928,Rovaniemi
0359-6753,1,01.11.1928,Lappi
2242-6000,1,12.01.2012,Tornio
2242-6000,1,12.01.2012,Haaparanta
2242-6000,1,12.01.2012,Keminmaa
2242-6000,1,12.01.2012,Kemi
2242-6000,1,12.01.2012,Tervola
2242-6000,1,12.01.2012,Ylitornio
2242-1009,1,23.07.2010,Jakobstad
2242-1009,1,23.07.2010,Pedersöre
2242-1009,1,23.07.2010,Nykarleby
2242-1009,1,23.07.2010,Kronoby
2242-1009,1,23.07.2010,Larsmo
2242-1009,1,23.07.2010,Oravais
2242-5675,1,05.01.2012,Kalajoki
2242-6701,1,01.01.2012,Finland
2242-0894,1,20.01.2010,Oulainen
2242-0894,1,20.01.2010,Merijärvi
2242-0894,1,20.01.2010,Haapavesi
2242-0894,1,20.01.2010,Vihanti
2242-6892,1,01.03.2012,Suomi
2243-1152,1,03.05.2012,Kemijärvi
1799-5299,1,22.10.2008,Savonlinna ja ympäristökunnat
2243-1152,1,03.05.2012,Salla
2243-1152,1,03.05.2012,Pelkosenniemi
2243-1152,1,03.05.2012,Savukoski
0783-1668,1,06.02.1955,Suomi
2242-0290,1,12.05.2010,Hyrynsalmi
2242-0290,1,12.05.2010,Kajaani
2242-0290,1,12.05.2010,Kuhmo
2242-0290,1,12.05.2010,Paltamo
2242-0290,1,12.05.2010,Puolanka
2242-0290,1,12.05.2010,Ristijärvi
2242-0290,1,12.05.2010,Sotkamo
2242-0290,1,12.05.2010,Suomussalmi
2242-0290,1,12.05.2010,Vaala
2242-0290,1,12.05.2010,Sukeva
2242-0290,1,12.05.2010,Valtimo
2323-3672,1,19.09.2012,Tampere
2323-3672,2,19.09.2012,Kangasala
2323-3672,2,19.09.2012,Lempäälä
2323-3672,2,19.09.2012,Nokia
2323-3672,2,19.09.2012,Pirkkala
2323-3672,2,19.09.2012,Ylöjärvi
2323-3672,2,19.09.2012,Hämeenkyrö
