PAINOKSEN_ISSN,PAINOS,PAINOS_ALPVM,LEVIKKIALUE
0785-8973,1,02.11.1978,Hamina
0785-8973,1,02.11.1978,Vehkalahti
0785-997X,1,31.10.1988,Suomi
0786-0161,1,05.10.1988,Ristiina
0786-0579,1,02.01.1989,Kotka
0786-0579,1,02.01.1989,Hamina
0786-0579,1,02.01.1989,Karhula
0786-1133,1,19.02.1985,JÄRVENPÄÄ JA TUUSULA YMPÄRI...
0786-1133,2,22.11.1986,JÄRVENPÄÄ
0786-1133,2,22.11.1986,KELLOKOSKI
0786-1133,2,22.11.1987,JÄRVENPÄÄ
0786-1133,2,22.11.1987,KELLOKOSKI
0786-2008,1,08.01.1949,Toijala
0786-2008,1,08.01.1949,Kylmäkoski
0786-2008,1,08.01.1949,Viiala
0786-2202,1,15.11.1952,Jämsä
0786-3179,1,23.12.1987,Helsinki
0786-3179,1,23.12.1987,Vantaa
0786-3519,1,01.12.1988,Lahti
0786-4604,1,25.08.1988,Kälviä
0786-4604,1,25.08.1988,Lohtaja
0786-4604,1,25.08.1988,Ullava
0786-4612,1,11.11.1988,Kotka
0786-4612,3,06.01.1989,KOTKA
0786-4612,2,06.01.1989,KOTKA
0786-4612,4,06.01.1989,KOTKA
0786-5511,1,04.01.1956,Ilmajoki
0786-6348,1,02.06.1988,Harjavalta
0786-6402,1,11.08.1988,Lohja
0786-6585,1,24.01.1985,Pyhtää
0786-857X,1,17.08.1989,Kauhajoki
0786-857X,1,17.08.1989,Isojoki
0786-857X,1,17.08.1989,Teuva
0786-9037,1,10.02.1923,Tervakoski
0787-4987,1,18.11.1966,Siikajoki
0787-4987,1,18.11.1966,Ruukki
0787-4987,1,18.11.1966,Rantsila
0787-5312,1,10.07.1959,Kuhmo
0787-5320,1,22.02.1962,Sotkamo
0787-6742,1,01.08.1933,Kristiinankaupunki
0787-6742,1,01.08.1933,Isojoki
0787-6750,1,04.11.1982,Ahlainen
0787-6750,1,04.11.1982,Merikarvia
0787-6750,1,04.11.1982,Noormarkku
0787-961X,1,07.04.1989,Laihia
0787-961X,1,07.04.1989,Vähäkyrö
0788-0685,1,16.05.1990,Forssa
0788-2262,1,04.01.1991,Riihimäki
0788-2262,1,04.01.1991,Hausjärvi
0788-2262,1,04.01.1991,Loppi
0788-2270,1,02.11.1990,Forssa
0788-2270,1,02.11.1990,Jokioinen
0788-2270,1,02.11.1990,Tammela
0788-2556,1,05.11.1989,Forssa
0788-2556,1,05.11.1989,Loimaa ja ympäristökunnat
0788-2564,1,03.10.1989,Kuusankoski
0788-3374,1,25.04.1990,Härmälä
0788-3374,1,25.04.1990,Peltolammi
0788-3374,1,25.04.1990,Sääksjärvi
0788-8279,1,03.05.1990,Pälkäne
0788-8279,1,03.05.1990,Luopioinen
0788-8279,1,03.05.1990,Sahalahti
0788-8325,1,04.12.1917,Kokkola
0788-8333,1,01.01.1948,Tampere
0788-8376,1,05.01.1990,Joensuu
0789-0192,1,07.01.1981,Sonkajärvi
0789-0214,1,04.01.1978,Sonkajärvi
0789-0214,1,04.01.1978,Rautavaara
0789-0214,1,04.01.1978,Vieremä
0789-0230,1,14.11.1990,Kuusankoski
0789-0257,1,14.02.1988,Kuusankoski
0789-0265,1,02.01.1920,Tampere Ympäristöineen
0789-0737,1,14.09.1984,Vaasa
0789-0745,1,30.01.1902,Etelä- ja Keski-Pohjanmaa
0789-0796,1,04.01.1919,Raahe
0789-533X,1,01.09.1989,Hartola
0789-5348,1,05.01.1990,Hartola
0789-5909,1,15.08.1991,Lappeenranta
0789-662X,1,18.01.1922,Hämeenkyrö
0789-6700,1,30.09.1991,Kotka
0789-7820,1,23.01.1975,Kajaani
0789-7820,1,23.01.1975,Vuolijoki
0789-7820,1,23.01.1975,Paltamo
0789-807X,1,05.01.1934,Lempäälä
0789-807X,1,05.01.1934,Vesilahti
0789-8088,1,29.10.1956,Lempäälä
0789-8088,1,29.10.1956,Vesijärvi
0789-8088,1,29.10.1956,Tottijärvi
0789-8096,1,01.01.1976,Lempäälä
0789-8096,1,01.01.1976,Vesilahti
0789-8126,1,05.01.1933,Orivesi
0789-8126,1,05.01.1933,Juupajoki
0789-8142,1,23.11.1962,Muhos
0789-8142,1,23.11.1962,Utajärvi
0789-8142,1,23.11.1962,Vaala
0789-8150,1,14.10.1966,Haapajärvi
0789-8185,1,01.01.1973,Paltamo
0789-8193,1,17.06.1972,Hangö
0789-8207,1,02.01.1991,Vaasa
0789-8207,1,02.01.1991,Kokkola
0789-8207,1,02.01.1991,Seinäjoki
0789-8266,1,18.06.1958,Helsingfors
0789-8274,1,01.09.1971,Helsingfors
0789-8347,1,20.01.1967,Siilinjärvi
0789-8363,1,17.01.1903,Kristinestad
0789-838X,1,03.05.1980,Etelä-Pohjanmaa
0789-9386,1,03.12.1991,Hamina
0895-2612,1,02.05.1935,Brooklyn
0895-2612,1,02.05.1935,New York
1059-4779,1,31.01.1905,Fitchburg
1059-4779,1,31.01.1905,Massachusetts
1235-0141,1,20.12.1991,Tornio
1235-0176,1,01.01.1976,Ruokolahti
1235-0796,1,05.04.1979,Säkylä
1235-0796,1,05.04.1979,Köyliö
1235-0796,1,05.04.1979,Yläne
1235-1040,1,30.01.1992,Sodankylä
1235-1040,1,30.01.1992,Inari
1235-1040,1,30.01.1992,Kittilä
1235-3930,1,27.06.1991,Ylitornio
1235-3930,1,27.06.1991,Pello
1235-3930,1,27.06.1991,Kolari ym.
1235-4929,1,15.01.1992,Karkkila
1238-5565,1,01.06.1995,Viiala
1235-6085,1,01.05.1980,Rovaniemi
1235-7138,1,27.02.1986,Haapavesi
1235-810X,1,01.12.1920,Ruovesi
1235-8215,1,08.03.1992,Karjaa
1235-8223,1,27.04.1962,Karkkila
1235-8223,1,27.04.1962,Pusula
1235-8223,1,27.04.1962,Pyhäjärvi
1235-824X,1,17.10.1991,KARJAA
1235-8355,1,01.07.1914,Kaskö
1235-8355,1,01.07.1914,Närpes
1235-8355,1,01.07.1914,Övermark
1235-8355,1,01.07.1914,Korsnäs
1235-8460,1,06.02.1987,Hangö
1235-8460,1,06.02.1987,Ekenäs
1235-8460,1,06.02.1987,Tenala
1235-8460,1,06.02.1987,Pojo
1235-8460,1,06.02.1987,Karis
1235-9238,1,08.01.1992,Tampere
1235-9246,1,01.09.1988,Helsinki
1235-9246,3,08.01.1992,Tampere
1235-9246,2,02.01.1991,Vaasa
1235-9246,2,02.01.1991,Kokkola
1235-9246,2,02.01.1991,Seinäjoki
1235-9262,1,19.05.1988,Oulunsalo
1235-9653,1,23.08.1968,Säkylä
1235-9653,1,23.08.1968,Köyliö
1235-9963,1,11.10.1962,Lappajärvi
1235-9963,1,11.10.1962,Evijärvi
1235-998X,1,22.06.1955,Vimpeli
1235-998X,1,22.06.1955,Evijärvi
1235-998X,1,22.06.1955,Kortesjärvi
1236-0392,1,17.09.1992,Itä-Vantaa
1236-0392,2,17.09.1992,Länsi-Vantaa
1236-0619,1,08.01.1986,Vammala
1236-0619,1,08.01.1986,Huittinen
1236-0619,1,08.01.1986,Äetsä
1236-2441,1,19.08.1991,Längelmäki
1236-3405,1,04.11.1992,Sysmä
1236-3405,1,04.11.1992,Hartola
1236-4495,1,03.01.1980,Kitee
1236-4932,1,03.09.1971,Pyhäselkä
1236-4932,1,03.09.1971,Kiihtelysvaara
1236-5521,1,30.04.1986,Juankoski
1236-6609,1,01.05.1986,Artjärvi
1236-6609,1,01.05.1986,Myrskylä
1236-6609,1,01.05.1986,Orimattila
1236-7400,1,02.04.1993,Säkylä
1236-7400,1,02.04.1993,Köyliö
1236-7400,1,02.04.1993,Yläne
1236-7524,1,21.02.1959,Oulu
1236-7974,1,11.05.1908,Parikkala
1236-7974,1,11.05.1908,Saari
1236-7974,1,11.05.1908,Uukuniemi
1236-8652,1,04.06.1981,Nilsiä
1236-8652,1,04.06.1981,Rautavaara
1236-8865,1,28.11.1968,Virolahti
1236-8865,1,28.11.1968,Miehikkälä
1236-8865,1,28.11.1968,Ylämaa
1237-0045,1,16.12.1992,Pirkanmaa
1237-0363,1,28.11.1993,Kouvola
1237-0622,1,06.09.1991,Suomusjärvi
1237-0622,1,06.09.1991,Kiikala
1237-0622,1,06.09.1991,Kisko
1237-167X,1,23.09.1992,Ranua
1237-167X,1,23.09.1992,Posio
1237-1696,1,20.08.1992,Kemi
1237-2013,1,01.12.1987,Petonen
1237-2013,1,01.12.1987,Jynkkä
1237-2013,1,01.12.1987,Levänen
1237-4040,1,09.08.1993,Sodankylä
1237-6868,1,29.06.1994,Riihimäki
1237-721X,1,16.09.1981,Malmi
1237-721X,1,16.09.1981,Tapanila
1237-721X,1,16.09.1981,Puistola
1237-7783,1,04.01.1994,Pohjois-Pohjanmaa
1237-8674,1,20.11.1994,Lappeenranta
1238-142X,1,31.01.1995,Alajärvi
1238-142X,1,31.01.1995,Evijärvi
1238-142X,1,31.01.1995,Kortesjärvi
1238-1799,1,06.11.1991,Mukkula
1238-5298,1,04.01.1964,JOENSUU
1238-5301,1,02.02.1995,Joensuu
1238-5506,1,08.08.1975,Pello
1238-5506,1,08.08.1975,Kolari
1238-5506,1,08.08.1975,Muonio
1238-5506,1,08.08.1975,Enontekiö
1238-5573,1,11.01.1995,Kuusankoski
1238-7045,1,09.12.1913,Huittinen
1238-7045,1,09.12.1913,Keikyä
1238-7045,1,09.12.1913,Vampula
1238-7134,1,03.01.1995,Hamina
1238-8440,1,21.04.1972,Vaasa
1239-0011,1,22.12.1995,Lappeenranta
1239-0119,1,05.07.1990,Ahlainen
1239-0119,1,05.07.1990,Merikarvia
1239-0119,1,05.07.1990,Noormarkku
1239-0178,1,23.10.1964,Noormarkku
1239-0178,1,23.10.1964,Ahlainen
1239-0178,1,23.10.1964,Pomarkku
1239-0186,1,02.01.1947,Merikarvia
1239-4343,1,02.02.1996,Toijala
1239-6265,1,30.01.1974,Merihaka
1239-6265,1,30.01.1974,Kallio
1239-6265,1,30.01.1974,Siltasaari
0357-1378,1,24.10.1918,Joensuu
1455-0067,1,08.05.1996,Tuusula
1455-0067,1,08.05.1996,Järvenpää
1455-0067,1,08.05.1996,Kerava
1455-013X,1,21.09.1995,Jyväskylä
1455-013X,1,21.09.1995,Uurainen
1455-013X,1,21.09.1995,Toivakka
1455-1489,1,17.09.1992,Kuusamo
1455-2965,1,04.06.1997,Kalajoki
1455-2965,1,04.06.1997,Pyhäjoki
1455-2965,1,04.06.1997,Merijärvi
1455-6308,1,18.11.1997,Suomi
1455-9145,1,03.01.1997,Järvenpää
1455-920X,1,05.01.1998,Aura
1455-920X,1,05.01.1998,Koski
1455-920X,1,05.01.1998,Marttila
1236-5602,1,19.05.1976,Lumijoki
1236-5602,1,19.05.1976,Oulunsalo
1236-5602,1,19.05.1976,Temmes
1236-5602,1,19.05.1976,Tyrnävä
fk17272,1,24.04.1991,Ilmajoki
fk17272,1,24.04.1991,Jalasjärvi
fk17272,1,24.04.1991,Lapua
fk17272,1,24.04.1991,Peräseinäjoki
fk17272,1,24.04.1991,Seinäjoki
fk17272,1,24.04.1991,Ylistaro
fk14975,1,27.02.1958,Soini
fk15678,1,08.02.1961,Petäjävesi
fk14339,1,13.01.1981,Turku
fk16219,1,01.01.1971,Petäjävesi
fk17275,1,07.07.1991,Haapajärvi
fk18260,1,24.05.1992,Inari
fk25655,1,16.10.1995,Hellsinki
fk30076,1,19.03.1969,Mikkeli
0359-2812,1,01.11.1981,Turku
0359-7067,1,23.11.1960,Pihtipudas
0359-7067,1,07.10.1971,Korpilahti
0782-5765,1,01.09.1966,Ilomantsi
0782-5765,1,01.09.1966,Tuupovaara
0782-789X,1,01.04.1903,Helsingfors
0783-3660,1,01.01.1921,Suomi
0787-9156,1,26.11.1988,Kotka
1235-385X,1,17.10.1990,Helsinki
1238-5395,1,29.06.1995,Inari
1239-2251,1,11.12.1980,Tohmajärvi
1239-2251,1,11.12.1980,Värtsilä
2323-7929,1,20.04.1978,Meilahti
1235-1040,1,30.01.1992,Pelkosenniemi
1235-1040,1,30.01.1992,Savukoski
0356-1356,1,01.07.1899,Oulu
0356-1356,2,17.01.1991,Koillismaa
0784-0381,1,05.11.1986,Lehtimäki
fk16127,1,03.04.1985,Säynätsalo
1457-4608,1,01.12.1855,Kaakkois-Suomi
fk990008,4,03.01.1999,Helsinki:
fk990008,1,03.01.1999,Vantaa:
fk990008,2,03.01.1999,Helsinki:
fk990008,3,03.01.1999,Helsinki:
1797-755X,1,13.05.1993,Rovaniemi
1458-8072,1,17.11.1994,Mäntsälä
1796-1149,1,15.07.1985,Muhos
1796-1149,1,15.07.1985,Utajärvi
1796-1149,1,15.07.1985,Vaala
1796-1149,1,15.07.1985,Kestilä
0356-6447,1,10.12.1958,Pieksämäen maalaiskunta
0356-6447,1,10.12.1958,Jäppilä
0356-6447,1,10.12.1958,Virtasalmi
1456-3002,1,08.01.1998,Suonenjoki
1456-3002,1,08.01.1998,Rautalampi
0789-8126,1,05.01.1933,Längelmäki
0785-2053,1,01.02.1979,Kodisjoki
0785-2053,1,01.02.1979,Lappi Tl
0785-2053,1,01.02.1979,Eurajoki
0785-2053,1,01.02.1979,Säkylä
0785-2053,1,01.02.1979,Eura
0785-2053,1,01.02.1979,Laitila
0785-2053,1,01.02.1979,Pyhäranta
0782-5684,1,03.01.1974,Säkylä
fk990009,3,03.01.1999,Helsinki:
fk990009,2,03.01.1999,Kauniainen
fk990009,1,03.01.1999,Vantaa:
0789-8169,1,05.04.1906,Pori
0789-8169,1,17.07.1919,Pori
1236-6609,1,01.05.1986,Pukkila
0356-1275,1,09.01.1970,Finland
0357-2021,1,21.11.1918,Järvenpää
0357-2021,1,21.11.1918,Kerava
0357-2021,1,21.11.1918,Sipoo
0356-1275,2,12.01.1995,Österbotten
1236-8407,1,16.11.1963,Tuusniemi
1236-8407,1,16.11.1963,Riistavesi
0356-1356,3,17.01.1991,Jokilaakso
1457-7149,1,12.01.2000,Hartola
1457-7149,1,12.01.2000,Sysmä
1456-0755,1,04.01.1998,Kemijärvi
0357-1394,1,19.11.1970,Joensuu
0357-1394,1,19.11.1970,Liperi
0357-1394,1,19.11.1970,Kontiolahti
fk990289,2,03.01.1999,Helsinki:
fk990289,2,03.01.1999,Etelä-Haaga
fk990289,3,03.01.1999,Helsinki:
fk990013,1,03.01.1999,Helsinki:
fk990013,2,03.01.1999,Helsinki:
fk990013,3,03.01.1999,Helsinki:
fk37363,1,22.11.1998,Janakkala
fk37363,1,22.11.1998,Renko
0782-6656,1,09.06.1950,Laihia
1239-1093,1,30.08.1995,Noormarkku
1239-1093,1,30.08.1995,Pomarkku
k205,1,09.04.1918,Tallinn
fk37270,1,02.01.1997,Kempele
fk37270,1,02.01.1997,Hailuoto
fk37270,1,02.01.1997,Liminka
fk37270,1,02.01.1997,Lumijoki
fk37270,1,02.01.1997,Oulunsalo
fk37270,1,02.01.1997,Temmes
fk37270,1,02.01.1997,Tyrnävä
fk37270,1,02.01.1997,Oulunlahti
fk37270,1,02.01.1997,Iinatti
fk37270,1,02.01.1997,Kaakkuri
fk23352,1,29.10.1997,Lohja
fk23352,1,29.10.1997,Karjalohja
fk23352,1,29.10.1997,Sammatti
fk23352,1,29.10.1997,Siuntio
fk23352,1,29.10.1997,Veikkola
fk16193,1,12.12.1979,Ulvila
fk16193,1,12.12.1979,Kullaa
fk990014,1,06.01.1999,Lohjan seutu
1239-8349,1,07.08.1996,Iitti
1239-8349,1,07.08.1996,Jaala
1239-8349,1,07.08.1996,Koria
1239-8349,1,07.08.1996,Kuusankoski
1239-8349,1,07.08.1996,Valkeala
fk980522,1,21.01.1998,Tervola
0355-4155,1,01.01.1912,Suomi
1238-7045,1,09.12.1913,Äetsä
1455-1489,1,17.09.1992,Taivalkoski
1455-9145,1,03.01.1997,Kerava
1455-9145,1,03.01.1997,Tuusula
1455-9145,1,03.01.1997,Ohkola
1455-9145,1,03.01.1997,Pornainen
1455-9145,1,03.01.1997,Paippinen
1455-9145,1,03.01.1997,Sipoo
0782-7024,1,21.02.1903,Viipuri
0782-7024,1,21.03.1940,Helsinki
0782-7024,1,01.06.1952,Lahti
0782-7024,1,01.01.1956,Suomi
0355-6913,2,01.07.1990,Pirkanmaa
0355-6913,3,01.07.1990,Pirkanmaa
0355-6913,1,03.12.1881,Pirkanmaa
0789-6700,1,30.09.1991,Kymenlaakso
0357-9298,1,26.11.1909,Kymenlaakso
0355-8746,1,30.12.1917,Satakunta
0355-8746,2,28.11.1990,Satakunta
0355-8746,3,21.01.1991,Satakunta
0357-0975,1,26.11.1914,Etelä-Karjala
0356-1623,1,24.09.1917,Etelä-Savo
0356-2751,1,08.01.1879,Kanta-Häme
0356-2751,2,01.01.1990,Kanta-Häme
0358-1705,1,01.01.1918,Pohjois-Karjala
0356-1402,1,18.12.1917,Keski-Suomi
0356-3502,1,29.12.1917,Kainuu
0359-1441,1,09.06.1981,Åland
0356-2298,1,14.11.1925,Pohjois-Savo
0356-4444,1,18.10.1917,Itä-Savo
0789-0737,1,14.09.1984,Pohjanmaa
0356-1844,1,07.05.1856,Österbotten
0356-1283,1,20.04.1906,Etelä-Pohjanmaa
0788-8325,1,04.12.1917,Keski-Pohjanmaa
0782-372X,1,10.08.1915,Lappi
0357-1858,1,08.12.1894,Itä-Uusimaa
0782-5722,1,14.11.1958,Kaarina
0782-5722,1,14.11.1958,Naantali
0782-5722,1,14.11.1958,Raisio
0782-5722,1,14.11.1958,Rusko
0782-5722,1,14.11.1958,Lieto
0782-5722,1,14.11.1958,Masku
0356-0996,1,17.12.1919,Varkaus
0356-0996,1,17.12.1919,Heinävesi
0356-0996,1,17.12.1919,Joroinen
0356-0996,1,17.12.1919,Leppävirta
0359-5064,1,03.09.1927,Päijät-Häme
1457-4497,1,21.05.1859,Kuopio
0785-398X,1,03.01.1824,Åboland
fk980531,1,01.04.1998,Itä-Pakila
fk980531,1,01.04.1998,Länsi-Pakila
fk980531,1,01.04.1998,Maunula
fk980531,1,01.04.1998,Paloheinä
fk980531,1,01.04.1998,Pirkkola
fk980531,1,01.04.1998,Torpparinmäki
fk980531,1,01.04.1998,Koskela
fk980531,1,01.04.1998,Käylä
fk980531,1,01.04.1998,Metsälä
fk980531,1,01.04.1998,Oulunkylä
fk980531,1,01.04.1998,Patola
fk980531,1,01.04.1998,Toukola
fk980531,1,01.04.1998,Kumpula
fk980531,1,01.04.1998,Veräjämäki
1238-5565,1,01.06.1995,Toijala
1238-5565,1,01.06.1995,Kylmäkoski
1239-4343,1,02.02.1996,Viiala
1239-4343,1,02.02.1996,Kylmäkoski
1239-4343,1,02.02.1996,Saarioispuoli
1239-4343,1,02.02.1996,Kalvola
1237-721X,1,16.09.1981,Pukinmäki
1237-721X,1,16.09.1981,Siltamäki
1237-721X,1,16.09.1981,Suutarila
1237-721X,1,16.09.1981,Tapulikaupunki
1237-721X,1,16.09.1981,Pihlajamäki
1237-721X,1,16.09.1981,Pihlajisto
1237-721X,1,16.09.1981,Jakomäki
1458-0683,1,02.01.1861,Nyland
0356-1399,1,12.01.1950,Kustavi
0356-1399,1,12.01.1950,Masku
0356-1399,1,12.01.1950,Mynämäki
0356-1399,1,12.01.1950,Nousiainen
0356-1399,1,12.01.1950,Taivassalo
0356-1399,1,12.01.1950,Uusikaupunki
0356-1399,1,12.01.1950,Vehmaa
1458-2309,1,01.10.1889,Helsingfors
fk14352,1,03.06.1983,Alavieska
fk20000393,1,19.01.2000,Kalanti
fk20000393,1,19.01.2000,Laitila
fk20000393,1,19.01.2000,Lokalahti
fk20000393,1,19.01.2000,Pyhämaa
fk20000393,1,19.01.2000,Uusikaupunki
fk20000393,1,19.01.2000,Vehmaa kk
fk14419,1,20.06.1979,Pohja
0357-3702,1,18.03.1976,Hattula
0357-3702,1,18.03.1976,Turenki
0357-3702,1,18.03.1976,Renko
0357-3702,1,18.03.1976,Hauho
0355-8754,1,23.08.1968,Honkajoki
0355-8754,1,23.08.1968,Jämijärvi
0355-8754,1,23.08.1968,Karvia
0355-8754,1,23.08.1968,Lavia
0355-8754,1,23.08.1968,Pomarkku
0355-8754,1,23.08.1968,Siikainen
0355-8754,1,23.08.1968,Pomarkku
fk17329,1,10.12.1981,Multia
fk17329,1,10.12.1981,Haapamäki
fk17329,1,10.12.1981,Petäjävesi
fk17329,1,10.12.1981,Vilppula
fk17329,1,10.12.1981,Mänttä
fk17331,1,08.06.1956,Töysä
fk17331,1,08.06.1956,Ähtäri
1457-8549,1,07.01.1999,Ylitornio
1457-8549,1,07.01.1999,Pello
1457-8549,1,07.01.1999,Kolari
1457-8549,1,07.01.1999,Muonio
1457-8549,1,07.01.1999,Enontekiö
1457-8549,1,07.01.1999,Övertorneå
1235-6085,1,01.05.1980,Rovaniemen maalaiskunta
0785-9228,1,01.09.1988,Kalvola
0785-9228,1,01.09.1988,Hattula
0785-9228,1,01.09.1988,Hauho
0785-9228,1,01.09.1988,Tuulos
0785-9228,1,01.09.1988,Lammi
fk22771,1,15.10.1992,Loppi
0359-7067,1,23.11.1960,Kinnula
1457-1196,1,09.09.1999,Lapua
fk14736,1,16.12.1968,Lauttasaari
0782-5617,1,28.04.1976,Lohtaja
0782-5617,1,28.04.1976,Toholampi
0356-1291,1,25.08.1916,Lapinjärvi
0356-1291,1,25.08.1916,Ruotsinpyhtää
0356-1291,1,25.08.1916,Pernaja
0356-1291,1,25.08.1916,Liljendal
0356-1291,1,25.08.1916,Pyhtää
1239-0119,1,05.07.1990,Pomarkku
1239-0119,1,05.07.1990,Siikainen
1238-1799,1,06.11.1991,Kiveriö
1238-1799,1,06.11.1991,Metsämaa
1238-1799,1,06.11.1991,Kivipelto
1238-1799,1,06.11.1991,Metsäpelto
1238-1799,1,06.11.1991,Kytölä
1238-1799,1,06.11.1991,Tonttila
1238-1799,1,06.11.1991,Myllypohja
1238-1799,1,06.11.1991,Ahtiala
1238-1799,1,06.11.1991,Kunnas
0780-7791,1,31.07.1983,Pirttiharju
0780-7791,1,31.07.1983,Petsamo
0780-7791,1,31.07.1983,Metsäkangas
0780-7791,1,31.07.1983,Kasakkamäki
0780-7791,1,31.07.1983,Kärpänen
0780-7791,1,31.07.1983,Rautakankare
0780-7791,1,31.07.1983,Jalkaranta
fk990249,1,25.08.1999,Helsinki
fk15633,1,01.10.1982,Pukkila
0780-7392,1,06.10.1983,Keitele
fk11759,1,15.01.1961,Härmälä
fk990239,1,25.03.1999,Etelä-Pohjanmaa
0782-579X,1,01.06.1934,Jämijärvi
0782-5390,1,27.11.1937,Pohjois-Suomi
0787-9156,1,26.11.1988,Pyhtää
0787-9156,1,26.11.1988,Hamina
0787-9156,1,26.11.1988,Ruotsinpyhtää
0787-9156,1,26.11.1988,Virolahti
0356-2492,1,15.04.1954,Pyhäjoki
0356-2492,1,15.04.1954,Merijärvi
0356-2492,1,15.04.1954,Raahe
0356-2492,1,15.04.1954,Haapavesi
0356-2492,1,15.04.1954,Kärsämäki
0782-5544,1,05.05.1948,Masku
0782-5544,1,05.05.1948,Merimasku
0782-5544,1,05.05.1948,Naantali
0782-5544,1,05.05.1948,Raisio
0782-5544,1,05.05.1948,Rymättylä
0782-5544,1,05.05.1948,Velkua
0356-2239,1,04.01.1948,Satakunta
0787-4987,1,18.11.1966,Kestilä
0787-4987,1,18.11.1966,Pyhäntä
0787-4987,1,18.11.1966,Piippola
0356-3103,1,14.01.1960,Konnevesi
0356-3103,1,14.01.1960,Uurainen
1457-0033,1,04.08.1999,Joroinen
1457-0033,1,04.08.1999,Rantasalmi
1457-0033,1,04.08.1999,Juva
1457-0033,1,04.08.1999,Sulkava
1457-0033,1,04.08.1999,Puumala
1457-0033,1,04.08.1999,Virtasalmi
fk990289,1,03.01.1999,Espoo:
fk990289,1,03.01.1999,Friisilä-Tiistinmäki
fk990289,1,03.01.1999,Hannus-Hannusjärvi-Kaitaa
fk990289,1,03.01.1999,Haukilahti
fk990289,1,03.01.1999,Kauklahti
fk990289,1,03.01.1999,Kivenlahti-Laurinlahti
fk990289,1,03.01.1999,Laajalahti
fk990289,1,03.01.1999,Latokaski-Puolarmetsä
fk990289,1,03.01.1999,Mankkaa
fk990289,1,03.01.1999,Matinkylä
fk990289,1,03.01.1999,Nöykkiö-Eestinmalmi
fk990289,1,03.01.1999,Olari-Kuitinmäki
fk990289,1,03.01.1999,Soukka
fk990289,1,03.01.1999,Tapiola
fk990289,1,03.01.1999,Westend
fk990289,2,03.01.1999,Meilahti
fk990289,2,03.01.1999,munkkiniemi
fk990289,2,03.01.1999,Munkkivuori
fk990289,2,03.01.1999,Pajamäki
fk990289,2,03.01.1999,Pikku-Huopalahti
fk990289,2,03.01.1999,Pitäjänmäki
fk990289,2,03.01.1999,Ruskeasuo
fk990289,3,03.01.1999,Lauttasaari
fk990289,3,03.01.1999,Ruoholahti
fk990289,3,03.01.1999,Uusi Ruoholahti
fk990013,1,03.01.1999,Herttoniemi
fk990013,1,03.01.1999,Itäkeskus
fk990013,1,03.01.1999,Kulosaari
fk990013,1,03.01.1999,Laajasalo
fk990013,1,03.01.1999,Puotila
fk990013,1,03.01.1999,Puotinharju
fk990013,1,03.01.1999,Roihuvuori
fk990013,1,03.01.1999,Vuosaari
fk990013,1,03.01.1999,Merirastila
fk990013,1,03.01.1999,Yliskylä
fk990013,2,03.01.1999,Kivikko
fk990013,2,03.01.1999,Kontula
fk990013,2,03.01.1999,Kurkimäki
fk990013,2,03.01.1999,Mellunmäki
fk990013,2,03.01.1999,Myllypuro
fk990013,2,03.01.1999,Vartiokylä
fk990013,2,03.01.1999,Vesala
fk990013,2,03.01.1999,Länsimäki
fk990013,2,03.01.1999,Rajakylä
fk990013,3,03.01.1999,Alppiharju
fk990013,3,03.01.1999,Alppila
fk990013,3,03.01.1999,Harju
fk990013,3,03.01.1999,Hermanni
fk990013,3,03.01.1999,Kallio
fk990013,3,03.01.1999,Merihaka
fk990013,3,03.01.1999,Siltasaari-Hakaniemi
fk990013,3,03.01.1999,Sörnäinen
fk990013,3,03.01.1999,Torkkelinmäki
fk990013,3,03.01.1999,Vallila
fk990009,1,03.01.1999,Hämeenkylä
fk990009,1,03.01.1999,Kaivoksela
fk990009,1,03.01.1999,Martinlaakso
fk990009,1,03.01.1999,Myyrmäki
fk990009,1,03.01.1999,Pähkinärinne
fk990009,1,03.01.1999,Rajatorppa
fk990009,1,03.01.1999,Vantaanlaakso-Voutila
fk990009,2,03.01.1999,Espoo
fk990009,3,03.01.1999,Etelä-Haaga
fk990009,3,03.01.1999,Kannelmäki
fk990009,3,03.01.1999,Konala
fk990009,3,03.01.1999,Lassila
fk990009,3,03.01.1999,Pohjois-Haaga
fk990009,3,03.01.1999,Malminkartano
fk990008,1,03.01.1999,Hakunila-Nissas
fk990008,1,03.01.1999,Hiekkaharju
fk990008,1,03.01.1999,Jokiniemi
fk990008,1,03.01.1999,Ruskeasanta-Ilola
fk990008,1,03.01.1999,Simonkylä
fk990008,1,03.01.1999,Vaarala
fk990008,2,03.01.1999,Heikinlaakso
fk990008,2,03.01.1999,Jakomäki
fk990008,2,03.01.1999,Malmi
fk990008,2,03.01.1999,Pihlajamäki
fk990008,2,03.01.1999,Pihlajisto
fk990008,2,03.01.1999,Puistola
fk990008,2,03.01.1999,Pukinmäki
fk990008,2,03.01.1999,Savela
fk990008,2,03.01.1999,Siltamäki
fk990008,2,03.01.1999,Suurmetsä
fk990008,2,03.01.1999,Suutarila
fk990008,2,03.01.1999,Tapanila
fk990008,2,03.01.1999,Tapaninvainio
fk990008,2,03.01.1999,Tapulikaupunki
fk990008,3,03.01.1999,Itä-Pakila
fk990008,3,03.01.1999,Länsi-Pakila
fk990008,3,03.01.1999,Maunula
fk990008,3,03.01.1999,Paloheinä
fk990008,4,03.01.1999,Itä-Pasila
